Срок размещения объявления (дней),Модель машины,Год выпуска,"Пробег, км","Цена машины, ₽",Тип машины,Привод,Тип бензина,Ссылка
5,BMW i4 AT,2023,1500,7500000,лифтбек,задний,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_1_500_km_3718598198
7,BMW 5 серия 2.0 AT,2023,100,10840000,седан,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2023_100_km_3983636259
14,BMW X6 3.0 AT,2023,30,13849000,внедорожник,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2023_30_km_3812577564
7,BMW M5 4.4 AT,2021,28100,10780000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m5_4.4_at_2021_28_100_km_3245146880
14,BMW X3 2.0 AT,2018,47400,4050000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_47_400_km_3878912175
14,BMW X3 3.0 AT,2011,107862,2000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2011_107_862_km_3940658586
14,BMW X3 2.0 AT,2014,108500,2427000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2014_108_500_km_3917713394
14,BMW 7 серия 3.0 AT,2020,40000,7100000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_40_000_km_3856881855
14,BMW 5 серия 2.0 AT,2017,128801,3945000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_128_801_km_3962861471
1,BMW X4 3.0 AT,2018,127622,3247000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2018_127_622_km_3849481698
2,BMW X3 2.0 AT,2011,160708,1495000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2011_160_708_km_3943408147
0,BMW 1 серия 2.0 AT,2011,193698,779000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2011_193_698_km_3900323196
1,BMW X7 3.0 AT,2022,36136,11500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2022_36_136_km_4146409197
4,BMW X7 3.0 AT,2023,2800,14300000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_2_800_km_3820987277
2,BMW X6 3.0 AT,2021,80210,9999000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2021_80_210_km_3855294110
0,BMW X7 3.0 AT,2020,43484,10000000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2020_43_484_km_4027091923
7,BMW 7 серия 3.0 AT,2024,91,16200000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2024_91_km_4105975072
3,BMW X6 3.0 AT,2023,0,15700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_3775791522
7,BMW 7 серия 3.0 AT,2020,87809,7390000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_87_809_km_3725621141
4,BMW 3 серия 1.5 AT,2016,93000,1945000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2016_93_000_km_3856389948
6,BMW 1 серия 1.5 AMT,2020,102329,2649000,хетчбэк,передний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.5_amt_2020_102_329_km_3799269382
6,BMW X3 3.0 AT,2019,114251,4137700,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2019_114_251_km_3767213234
7,BMW 7 серия 3.0 AT,2020,102909,6119600,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_102_909_km_3419875972
5,BMW X5 3.0 AT,2020,65000,6665000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_65_000_km_3973822586
6,BMW 5 серия 2.0 AT,2022,13016,6590000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2022_13_016_km_3984542570
14,BMW 3 серия 2.0 AT,2016,110000,2560000,седан,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2016_110_000_km_3876183214
7,BMW i4 AT,2023,3600,5733000,лифтбек,задний,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_3_600_km_3245154202
7,BMW 1 серия 1.6 AT,2012,186000,1040000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2012_186_000_km_3814693784
7,BMW 4 серия 2.0 AT,2022,25380,7000000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2022_25_380_km_3941427545
14,BMW X5 3.0 AT,2023,3000,12700000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_3_000_km_3857248106
7,BMW 5 серия 3.0 AT,2012,151647,2327000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2012_151_647_km_3949676395
1,BMW X6 3.0 AT,2021,47000,8995000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2021_47_000_km_3849438599
2,BMW 3 серия 2.0 AT,2018,91180,2295000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_91_180_km_3943550179
0,BMW 5 серия 3.0 AT,2010,183565,2059000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2010_183_565_km_3900019369
2,BMW 6 серия 3.0 AT,2018,81214,5400000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_3.0_at_2018_81_214_km_4273793105
6,BMW X6 3.0 AT,2023,5400,13300000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_5_400_km_3821322343
4,BMW X5 3.0 AT,2013,191000,1549000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_191_000_km_3887410681
7,BMW 3 серия GT 2.0 AT,2013,191372,1600000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_191_372_km_3898625338
7,BMW X5 3.0 AT,2024,1001,12400000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2024_1_001_km_4106452569
2,BMW X6 3.0 AT,2023,0,15910000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_3808064260
7,BMW 4 серия Gran Coupe 2.0 AT,2023,2664,5790000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2023_2_664_km_3724869429
4,BMW 5 серия 2.0 AT,2018,151605,3655000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_151_605_km_3856326783
7,BMW X2 2.0 AT,2019,56045,3599700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_56_045_km_3862724343
6,BMW X7 3.0 AT,2023,730,14800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_730_km_3798711998
5,BMW X3 M 3.0 AT,2021,50144,6493300,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_m_3.0_at_2021_50_144_km_3708393227
6,BMW 5 серия 2.0 AT,2019,76000,3650000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_76_000_km_3877837173
0,BMW X7 3.0 AT,2020,43484,10000000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2020_43_484_km_4027091923
7,BMW 7 серия 3.0 AT,2024,91,16200000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2024_91_km_4105975072
3,BMW X6 3.0 AT,2023,0,15700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_3775791522
7,BMW 7 серия 3.0 AT,2020,87809,7390000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_87_809_km_3725621141
4,BMW 3 серия 1.5 AT,2016,93000,1945000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2016_93_000_km_3856389948
6,BMW 1 серия 1.5 AMT,2020,102329,2649000,хетчбэк,передний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.5_amt_2020_102_329_km_3799269382
6,BMW X3 3.0 AT,2019,114251,4137700,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2019_114_251_km_3767213234
7,BMW 7 серия 3.0 AT,2020,102909,6119600,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_102_909_km_3419875972
5,BMW X5 3.0 AT,2020,65000,6665000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_65_000_km_3973822586
6,BMW 5 серия 2.0 AT,2022,13016,6590000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2022_13_016_km_3984542570
14,BMW 3 серия 2.0 AT,2016,110000,2560000,седан,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2016_110_000_km_3876183214
7,BMW i4 AT,2023,3600,5733000,лифтбек,задний,электро,https://www.avito.ru/moskva/avtomobili/bmw_i4_at_2023_3_600_km_3245154202
7,BMW 1 серия 1.6 AT,2012,186000,1040000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2012_186_000_km_3814693784
7,BMW 4 серия 2.0 AT,2022,25380,7000000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2022_25_380_km_3941427545
14,BMW X5 3.0 AT,2023,3000,12700000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_3_000_km_3857248106
7,BMW 5 серия 3.0 AT,2012,151647,2327000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2012_151_647_km_3949676395
7,BMW 4 серия 2.0 AT,2014,146634,2210000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2014_146_634_km_3898650956
7,BMW X5 3.0 AT,2023,0,14700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_3815194524
1,BMW X6 3.0 AT,2021,47000,8995000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2021_47_000_km_3849438599
2,BMW 3 серия 2.0 AT,2018,91180,2295000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_91_180_km_3943550179
0,BMW 5 серия 3.0 AT,2010,183565,2059000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2010_183_565_km_3900019369
2,BMW 6 серия 3.0 AT,2018,81214,5400000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_3.0_at_2018_81_214_km_4273793105
6,BMW X6 3.0 AT,2023,5400,13300000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_5_400_km_3821322343
4,BMW X5 3.0 AT,2013,191000,1549000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_191_000_km_3887410681
7,BMW 3 серия GT 2.0 AT,2013,191372,1600000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_191_372_km_3898625338
7,BMW X5 3.0 AT,2024,1001,12400000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2024_1_001_km_4106452569
2,BMW X6 3.0 AT,2023,0,15910000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_3808064260
7,BMW 4 серия Gran Coupe 2.0 AT,2023,2664,5790000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2023_2_664_km_3724869429
4,BMW 5 серия 2.0 AT,2018,151605,3655000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_151_605_km_3856326783
7,BMW X2 2.0 AT,2019,56045,3599700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_56_045_km_3862724343
6,BMW X7 3.0 AT,2023,730,14800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_730_km_3798711998
5,BMW X3 M 3.0 AT,2021,50144,6493300,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_m_3.0_at_2021_50_144_km_3708393227
6,BMW 5 серия 2.0 AT,2019,76000,3650000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_76_000_km_3877837173
7,BMW X3 2.0 MT,2012,157300,1878000,внедорожник,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x3_2.0_mt_2012_157_300_km_3888455926
7,BMW iX AT,2021,24100,6174000,внедорожник,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_ix_at_2021_24_100_km_3244906116
7,BMW 3 серия 2.0 AT,2015,76500,2355000,седан,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2015_76_500_km_3908507585
21,BMW X3 2.0 AT,2020,93000,4150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2020_93_000_km_3879048562
7,BMW Z4 2.0 AT,2021,16677,6077000,кабриолет,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_z4_2.0_at_2021_16_677_km_3940918483
21,BMW 3 серия 2.0 AT,2019,80000,3200000,седан,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_3_seriya_2.0_at_2019_80_000_km_3824885350
14,BMW X6 3.0 AT,2008,226052,1520000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2008_226_052_km_3803493519
21,BMW 5 серия 3.0 AT,2017,118436,4097000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2017_118_436_km_3918160123
1,BMW X3 2.0 AT,2016,176000,2399000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2016_176_000_km_3848688968
2,BMW 5 серия 2.0 AT,2019,120878,2945000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_120_878_km_3942612275
0,BMW X5 3.0 AT,2016,135380,4175000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_135_380_km_3899631406
4,BMW 5 серия 2.0 AT,2017,157968,2550000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_157_968_km_4018391403
7,BMW X6 3.0 AT,2024,10,14490000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_10_km_3821030067
2,BMW X3 3.0 AT,2021,71888,7497000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2021_71_888_km_4026849327
7,BMW 5 серия 2.0 AT,2023,26397,5600000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_26_397_km_4105940524
4,BMW 3 серия GT 2.0 AT,2013,163567,2240000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_163_567_km_3821003938
7,BMW 3 серия 2.0 AT,2018,110326,2990900,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_110_326_km_3895455195
4,BMW X5 3.0 AT,2013,191000,1549000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_191_000_km_3887410681
7,BMW 3 серия GT 2.0 AT,2013,191372,1600000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_191_372_km_3898625338
7,BMW X5 3.0 AT,2024,1001,12400000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2024_1_001_km_4106452569
2,BMW X6 3.0 AT,2023,0,15910000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_3808064260
7,BMW 4 серия Gran Coupe 2.0 AT,2023,2664,5790000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2023_2_664_km_3724869429
4,BMW 5 серия 2.0 AT,2018,151605,3655000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_151_605_km_3856326783
7,BMW X2 2.0 AT,2019,56045,3599700,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_56_045_km_3862724343
6,BMW X7 3.0 AT,2023,730,14800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_730_km_3798711998
5,BMW X3 M 3.0 AT,2021,50144,6493300,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_m_3.0_at_2021_50_144_km_3708393227
6,BMW 5 серия 2.0 AT,2019,76000,3650000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_76_000_km_3877837173
7,BMW X3 2.0 MT,2012,157300,1878000,внедорожник,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x3_2.0_mt_2012_157_300_km_3888455926
7,BMW iX AT,2021,24100,6174000,внедорожник,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_ix_at_2021_24_100_km_3244906116
7,BMW 3 серия 2.0 AT,2015,76500,2355000,седан,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2015_76_500_km_3908507585
21,BMW X3 2.0 AT,2020,93000,4150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2020_93_000_km_3879048562
7,BMW Z4 2.0 AT,2021,16677,6077000,кабриолет,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_z4_2.0_at_2021_16_677_km_3940918483
21,BMW 3 серия 2.0 AT,2019,80000,3200000,седан,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_3_seriya_2.0_at_2019_80_000_km_3824885350
14,BMW X6 3.0 AT,2008,226052,1520000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2008_226_052_km_3803493519
21,BMW 5 серия 3.0 AT,2017,118436,4097000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2017_118_436_km_3918160123
1,BMW X3 2.0 AT,2016,176000,2399000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2016_176_000_km_3848688968
2,BMW 5 серия 2.0 AT,2019,120878,2945000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_120_878_km_3942612275
0,BMW X5 3.0 AT,2016,135380,4175000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_135_380_km_3899631406
4,BMW 5 серия 2.0 AT,2017,157968,2550000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_157_968_km_4018391403
7,BMW X6 3.0 AT,2024,10,14490000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_10_km_3821030067
2,BMW X3 3.0 AT,2021,71888,7497000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2021_71_888_km_4026849327
7,BMW 5 серия 2.0 AT,2023,26397,5600000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_26_397_km_4105940524
4,BMW 3 серия GT 2.0 AT,2013,163567,2240000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_163_567_km_3821003938
7,BMW 3 серия 2.0 AT,2018,110326,2990900,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_110_326_km_3895455195
6,BMW X5 3.0 AT,2019,122100,6689000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_122_100_km_3919715303
7,BMW X6 3.0 AT,2023,225,14990000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_225_km_3575609394
7,BMW X7 4.4 AT,2023,0,21000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_3839965913
7,BMW X5 3.0 AT,2021,45869,7434000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2021_45_869_km_3771691613
7,BMW 7 серия 3.0 AT,2021,50000,6250000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2021_50_000_km_3941864143
7,BMW X6 3.0 AT,2023,50,15550000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_50_km_3148746209
7,BMW 5 серия 2.0 AT,2013,149830,2130000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2013_149_830_km_3952424333
14,BMW 3 серия 2.0 AT,2012,180000,1640000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2012_180_000_km_2083998121
7,BMW 1 серия 2.0 AT,2019,115073,2785000,хетчбэк,передний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2019_115_073_km_3911025805
14,BMW M8 4.4 AT,2021,32640,14700000,кабриолет,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m8_4.4_at_2021_32_640_km_3940962619
21,BMW X1 1.5 AT,2016,57000,1760000,внедорожник,передний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x1_1.5_at_2016_57_000_km_3856652573
14,BMW X1 2.0 AT,2012,140000,1548000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2012_140_000_km_3566472869
7,BMW 8 серия 3.0 AT,2018,73204,8020000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_3.0_at_2018_73_204_km_3995172768
1,BMW 3 серия 2.0 AT,2007,145000,937000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2007_145_000_km_3849522622
0,BMW X5 3.0 AT,2017,123001,3989000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2017_123_001_km_3900334162
7,BMW X3 2.0 AT,2021,4005,6199000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_4_005_km_4049660534
2,BMW 5 серия 3.0 AT,2014,152142,2245000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2014_152_142_km_3943548413
7,BMW X6 3.0 AT,2024,35,12990000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2024_35_km_3821520476
5,BMW X6 3.0 AT,2020,72717,7981000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_72_717_km_2810969023
5,BMW X5 M 4.4 AT,2023,1,22000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_m_4.4_at_2023_1_km_4138531956
7,BMW X4 3.0 AT,2018,35300,5590000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2018_35_300_km_3821443888
5,BMW 5 серия 2.0 AT,2019,87553,4275700,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_87_553_km_3799301667
6,BMW X5 3.0 AT,2019,117992,6399000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_117_992_km_3855718588
7,BMW 5 серия 2.0 AT,2023,26397,5600000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_26_397_km_4105940524
4,BMW 3 серия GT 2.0 AT,2013,163567,2240000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_163_567_km_3821003938
7,BMW 3 серия 2.0 AT,2018,110326,2990900,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_110_326_km_3895455195
6,BMW X5 3.0 AT,2019,122100,6689000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_122_100_km_3919715303
7,BMW X6 3.0 AT,2023,225,14990000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_225_km_3575609394
7,BMW X7 4.4 AT,2023,0,21000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_3839965913
7,BMW X5 3.0 AT,2021,45869,7434000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2021_45_869_km_3771691613
7,BMW 7 серия 3.0 AT,2021,50000,6250000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2021_50_000_km_3941864143
7,BMW X6 3.0 AT,2023,50,15550000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_50_km_3148746209
7,BMW 5 серия 2.0 AT,2013,149830,2130000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2013_149_830_km_3952424333
14,BMW 3 серия 2.0 AT,2012,180000,1640000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2012_180_000_km_2083998121
7,BMW 1 серия 2.0 AT,2019,115073,2785000,хетчбэк,передний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2019_115_073_km_3911025805
14,BMW M8 4.4 AT,2021,32640,14700000,кабриолет,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m8_4.4_at_2021_32_640_km_3940962619
21,BMW X1 1.5 AT,2016,57000,1760000,внедорожник,передний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x1_1.5_at_2016_57_000_km_3856652573
